Mashreq Global IT Head,"['https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/ganesanramani', 'https://in.linkedin.com/in/ankit-sinha-42092448', 'https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/jeyakark']"
Mashreq Global Engineering Head,"['https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/bsvenkatesha', 'https://in.linkedin.com/in/pavankumarshavi', 'https://in.linkedin.com/in/ashok-kumar-mvn-6b3bba1a']"
Mashreq Global Delivery Head,"['https://in.linkedin.com/in/reeta-mangal-6ab75814a', 'https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/bsvenkatesha', 'https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/satish-kumar-862a741a4']"
Mashreq Global Program Head,"['https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/reeta-mangal-6ab75814a', 'https://in.linkedin.com/in/bsvenkatesha', 'https://in.linkedin.com/in/gautam-kumar-85b9733', 'https://in.linkedin.com/in/jeyakark']"
Mashreq Global Data Head,"['https://in.linkedin.com/in/bsvenkatesha', 'https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/umesh-prasad', 'https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/jeyakark']"
Mashreq Global Data Centre Head,"['https://in.linkedin.com/in/arun-dass-2b15bb18', 'https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/radhakrishna-kini-7223ba4', 'https://in.linkedin.com/in/ganesanramani', 'https://in.linkedin.com/in/k-s-shankar-29411b8']"
Mashreq Global Supply Chain Head,"['https://in.linkedin.com/in/radhakrishna-kini-7223ba4', 'https://in.linkedin.com/in/narendra-juriasinghani-1855449', 'https://in.linkedin.com/in/atul-kumar-9716591', 'https://in.linkedin.com/in/hemanth-krishnaji-shirke-6aa51836', 'https://in.linkedin.com/in/ganapathy-p-k-5413923']"
Mashreq Global Supply Chain IT Head,"['https://in.linkedin.com/in/atul-kumar-9716591', 'https://in.linkedin.com/in/jeyakark', 'https://in.linkedin.com/in/radhakrishna-kini-7223ba4', 'https://in.linkedin.com/in/kashif-kidwai-8168585', 'https://in.linkedin.com/in/hemanth-krishnaji-shirke-6aa51836']"
Mashreq Global Testing Head,"['https://in.linkedin.com/in/guruprasadgopalakrishnan', 'https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/chetan-waghela', 'https://in.linkedin.com/in/satishmishra985', 'https://in.linkedin.com/in/bsvenkatesha']"
Mashreq Global QA Head,"['https://in.linkedin.com/in/ashish-mathur-44982859', 'https://in.linkedin.com/in/rajesh-gurikar-84430622']"
Mashreq Global Automation Head,"['https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/link2karthik', 'https://in.linkedin.com/in/guruprasadgopalakrishnan', 'https://in.linkedin.com/in/atul-kumar-9716591']"
Mashreq Global MES Head,"['https://in.linkedin.com/in/mohuasg', 'https://in.linkedin.com/in/rakhi-p-58a4a88?trk=people-guest_people_search-card']"
Mashreq Global IDES Head,"['https://in.linkedin.com/pub/dir/Santosh/Swami/in-0-India', 'https://in.linkedin.com/in/santosh-swami-5ab513198', 'https://in.linkedin.com/in/manohar-manu-b5b9519b', 'https://in.linkedin.com/in/manoj-das-512037a']"
Mashreq Global PLM Head,"['https://in.linkedin.com/in/karthikeyan-jayapal-5b423b166', 'https://in.linkedin.com/in/shubham-srivastava-fms', 'https://in.linkedin.com/in/shweta-gupta-2612ba37', 'https://in.linkedin.com/in/ravi-mittal-01131229', 'https://in.linkedin.com/in/ramswaroop-kapistalam-madusudan-11843b19']"
Mashreq Global Industry 4.0 Head,"['https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/tushar-vikram-77277423', 'https://in.linkedin.com/in/ganesanramani']"
Mashreq Global Cloud Head,"['https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/farhana-begum-466759100', 'https://in.linkedin.com/in/jeyakark', 'https://in.linkedin.com/in/gautam-kumar-85b9733']"
Mashreq Global IT Infra Head,"['https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/ankit-sinha-42092448', 'https://in.linkedin.com/in/tarun3333', 'https://in.linkedin.com/in/umakant-wadiyar-1788381']"
Mashreq Global ERP Head,"['https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/sreenivas-reddy-a8a056126', 'https://in.linkedin.com/in/badmaprasath-baskaran-244b8218', 'https://in.linkedin.com/in/ashok-kumar-mvn-6b3bba1a', 'https://in.linkedin.com/in/gautam-kumar-85b9733']"
Mashreq Global SAP Head,"['https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/radhakrishna-kini-7223ba4', 'https://in.linkedin.com/in/jeyakark', 'https://in.linkedin.com/in/gagan-rg-3316831b5?trk=public_profile_browsemap_profile-result-card_result-card_full-click']"
Mashreq Global Database Head,"['https://in.linkedin.com/company/mashreq-uae?trk=ppro_cprof', 'https://in.linkedin.com/in/saurabhcio', 'https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/bsvenkatesha', 'https://in.linkedin.com/in/tushar-vikram-77277423']"
Mashreq Global Digital Workplace Head,[]
Mashreq Global ServiceNow Head,[]
Mashreq Global GBS Head,"['https://in.linkedin.com/in/sridhar-murthy-65818925', 'https://in.linkedin.com/in/satishmishra985', 'https://in.linkedin.com/in/manjunath-nayak-098a571b1']"
Mashreq Global Innovation Head,"['https://in.linkedin.com/company/mashreq-uae?trk=ppro_cprof', 'https://in.linkedin.com/in/shashishekharmashreq']"
Mashreq Global Application Development Head,"['https://in.linkedin.com/in/shashishekharmashreq', 'https://in.linkedin.com/in/tarun3333', 'https://in.linkedin.com/company/mashreq-uae?trk=ppro_cprof', 'https://in.linkedin.com/in/jeyakark', 'https://in.linkedin.com/in/gautam-kumar-85b9733']"
Mashreq Global Offshoring Head,"['https://in.linkedin.com/in/write2deepak', 'https://in.linkedin.com/in/somdatta-banerjee-816a0b11a']"
Mashreq Global ESG Head,[]
Honda Global GCC Head,"['https://in.linkedin.com/in/sanjiv-gupta22', 'https://in.linkedin.com/in/bhanwar-nath-sharma-4b69958', 'https://in.linkedin.com/in/vikas-khanna-a6a8051a', 'https://in.linkedin.com/in/sunit-bansal-731379175', 'https://in.linkedin.com/in/hilal-khan']"
Honda Global GIC Head,"['https://in.linkedin.com/in/sagar-galatagi-a9a48513', 'https://in.linkedin.com/in/2050kkb', 'https://in.linkedin.com/in/rohit-madan-19b02822', 'https://in.linkedin.com/in/ajay-nagappan-n-294247129', 'https://in.linkedin.com/in/rajeevraghunandan']"
Honda Global Global Development Centre Head,"['https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/himanshu-sinha-a69ba736', 'https://in.linkedin.com/company/honda-rd-india', 'https://in.linkedin.com/in/chetan-arora-238b5215', 'https://in.linkedin.com/in/bhanwar-nath-sharma-4b69958']"
Honda Global Country Head,"['https://in.linkedin.com/in/ajay-agrawal-368a981a', 'https://in.linkedin.com/in/piyush-gupta-8a991b35', 'https://in.linkedin.com/in/ankit-vijayvargiya-4b663310', 'https://in.linkedin.com/in/ashish-choudhary-3710234', 'https://in.linkedin.com/in/sanjeev-jain-63422862']"
Honda Global Site Head,"['https://in.linkedin.com/in/rahul-sharma-5600ba31', 'https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/piyush-gupta-8a991b35', 'https://in.linkedin.com/in/abhinav-raaj-4352b315', 'https://in.linkedin.com/in/hilal-khan']"
Honda Global Centre Head,"['https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/pawan-kumar-a756616', 'https://in.linkedin.com/in/sanjiv-gupta22', 'https://in.linkedin.com/in/piyush-gupta-8a991b35', 'https://in.linkedin.com/in/rahul-sharma-5600ba31']"
Honda Global CTO,"['https://in.linkedin.com/in/hilal-khan', 'https://in.linkedin.com/in/rajeev-taneja-0ba41911', 'https://in.linkedin.com/in/amish-hasan-62869013', 'https://in.linkedin.com/in/k-s-malik', 'https://in.linkedin.com/in/anuradha-sharma-78897518']"
Honda Global CIO,"['https://in.linkedin.com/in/hilal-khan', 'https://in.linkedin.com/in/rajeev-taneja-0ba41911', 'https://in.linkedin.com/in/masahiro-honda-2ba903188', 'https://in.linkedin.com/in/masahiro-honda-2ba903188', 'https://in.linkedin.com/in/sarbjit-singh-8aa04558']"
Honda Global HR Head,"['https://in.linkedin.com/in/manishkathuria', 'https://in.linkedin.com/in/rabindra-singh-42962024', 'https://in.linkedin.com/in/karandeep-singh-b2309119', 'https://in.linkedin.com/in/vikasdarora', 'https://in.linkedin.com/in/vineet-goel-b2685216']"
Honda Global Chief Marketing Officer,"['https://in.linkedin.com/in/shivani-chaudhary-bb188112', 'https://in.linkedin.com/in/shakeel-anjum-a2982911', 'https://in.linkedin.com/in/kunal-behl-86a1b179']"
Honda Global Talent Acquistion Head,"['https://in.linkedin.com/in/tanvi-p-59389455', 'https://in.linkedin.com/in/astha-nanda-94a45125', 'https://in.linkedin.com/in/karandeep-singh-b2309119', 'https://in.linkedin.com/in/manishkathuria', 'https://in.linkedin.com/in/sagarsharmasa']"
Honda Global Offshoring Head,"['https://in.linkedin.com/in/nadeem-babar-61208614', 'https://in.linkedin.com/in/ajehangirkhan?trk=public_profile_browsemap', 'https://in.linkedin.com/in/rajesh-wazarkar-135b1119', 'https://in.linkedin.com/in/rishikesh-mokashi-6a54baa7', 'https://in.linkedin.com/in/indiaganesh']"
Honda Global IT Commercial Head,"['https://in.linkedin.com/in/hilal-khan', 'https://in.linkedin.com/in/pawan-kumar-a756616', 'https://in.linkedin.com/in/nautiyal-praveen-33b85510', 'https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/ankit-vijayvargiya-4b663310']"
Honda Global IT Services Procurement Head,"['https://in.linkedin.com/in/bhanwar-nath-sharma-4b69958', 'https://in.linkedin.com/in/gyanendra-kumar-7386ab22', 'https://in.linkedin.com/in/shashi-bhushan-kaushal-31280425', 'https://in.linkedin.com/in/nautiyal-praveen-33b85510', 'https://in.linkedin.com/in/ankit-vijayvargiya-4b663310']"
Honda Global Indirect Procurement Head,"['https://in.linkedin.com/in/sunil-arora-4341709', 'https://in.linkedin.com/in/arun-sharma-80769115', 'https://in.linkedin.com/in/abhishek-girdhar-97134517', 'https://in.linkedin.com/in/shashi-bhushan-kaushal-31280425', 'https://in.linkedin.com/in/ankit-vijayvargiya-4b663310']"
Honda Global Strategic Sourcing Head,"['https://in.linkedin.com/in/shashi-bhushan-kaushal-31280425', 'https://in.linkedin.com/in/arun-sharma-80769115', 'https://in.linkedin.com/in/gurpreetdhami', 'https://in.linkedin.com/in/kanwarinder-singh-kochhar-1b1220111', 'https://in.linkedin.com/in/abhishek-sahi-3254788']"
Honda Global Vendor Management Head,"['https://in.linkedin.com/in/bhanwar-nath-sharma-4b69958', 'https://in.linkedin.com/in/sahil-sawhney-b1b612204', 'https://in.linkedin.com/in/abhishek-girdhar-97134517', 'https://in.linkedin.com/in/parth-sharma-997851192', 'https://in.linkedin.com/in/santosh-kumar-3415b114']"
Honda Global Workforce Strategy Head,"['https://in.linkedin.com/in/astha-nanda-94a45125', 'https://in.linkedin.com/in/anumehta2023', 'https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/manishkathuria', 'https://in.linkedin.com/in/tarunbadola']"
Honda Global Contigency Hiring Head,"['https://in.linkedin.com/in/pawan-kumar-a756616', 'https://in.linkedin.com/in/manish-gaur-1aa23b9', 'https://in.linkedin.com/in/santosh-kumar-3415b114', 'https://in.linkedin.com/in/shivam-shrivastava-6b53772b', 'https://in.linkedin.com/in/akhilesh-prajapati-437821203']"
Honda Global Contractual Staffing Head,"['https://in.linkedin.com/in/dhritiman-das-b0506782', 'https://in.linkedin.com/in/manishkathuria', 'https://in.linkedin.com/in/tanvi-p-59389455', 'https://in.linkedin.com/in/oscar-dungdung-45041837', 'https://in.linkedin.com/in/gunjan-goyal-07891111a']"
Honda Global Staff Augmentation Head,"['https://in.linkedin.com/in/pawan-bhardwaj-636b7420', 'https://in.linkedin.com/in/santosh-kumar-3415b114', 'https://in.linkedin.com/in/rakesh-kumar-1b015621', 'https://in.linkedin.com/in/padam-vashisht-6346458b', 'https://in.linkedin.com/in/yogesh-sharma-68359561']"
Honda Global Technical T&M Hiring Head,"['https://in.linkedin.com/in/ashutoshhrm', 'https://in.linkedin.com/in/ram-singh-014a9813', 'https://in.linkedin.com/in/shreeharsha']"
Honda Global Shared Services Head,"['https://in.linkedin.com/in/ajay-agrawal-368a981a', 'https://in.linkedin.com/in/manishkathuria', 'https://in.linkedin.com/in/piyush-gupta-8a991b35', 'https://in.linkedin.com/in/sheshank-razdan-44a93223', 'https://in.linkedin.com/in/rahul-sharma-5600ba31']"
Honda Global Chief Administrative Officer,"['https://in.linkedin.com/in/ram-singhal-6011aa282', 'https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/hilal-khan', 'https://in.linkedin.com/in/avneesh-lidhi-858457199', 'https://in.linkedin.com/in/masahiro-honda-2ba903188']"
Honda Global Digital Transformation Head,"['https://in.linkedin.com/in/vikas-khanna-a6a8051a', 'https://in.linkedin.com/in/hilal-khan', 'https://in.linkedin.com/in/hitesh-aggarwal-71790817', 'https://in.linkedin.com/in/akhilesh1505', 'https://in.linkedin.com/in/ashishsahni']"
Honda Global Enterprise IT Head,[]
Honda Global IT Head,[]
Honda Global IDES Head,"['https://in.linkedin.com/in/ajay-malik-b0363414', 'https://in.linkedin.com/in/balaji-ramanathan-914b7631', 'https://in.linkedin.com/in/karthik-sathianathan-0527077b', 'https://in.linkedin.com/in/sujitjagirdar', 'https://in.linkedin.com/in/sujitjagirdar']"
Honda Global PLM Head,"['https://in.linkedin.com/in/paras-mahendru-91384a3b', 'https://in.linkedin.com/in/drig-rathour-843871113', 'https://in.linkedin.com/in/deepakgursahani', 'https://in.linkedin.com/in/ckmurugan', 'https://in.linkedin.com/in/manu-sharma-11a86b15']"
Honda Global Industry 4.0 Head,"['https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/tarunbadola', 'https://in.linkedin.com/in/salman-siddiqui-7727599', 'https://in.linkedin.com/in/ajay-agrawal-368a981a', 'https://in.linkedin.com/in/pawan-kumar-a756616']"
Honda Global Cloud Head,"['https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/arjun-vishwas-1239b239', 'https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/sanjay-bagria-0280098', 'https://in.linkedin.com/in/vinay-dhingra-3b168222']"
Honda Global IT Infra Head,"['https://in.linkedin.com/in/rajankhanna1980', 'https://in.linkedin.com/in/amish-hasan-62869013', 'https://in.linkedin.com/in/anil-rathee-94756552', 'https://in.linkedin.com/in/nadeem-babar-61208614', 'https://in.linkedin.com/in/raaghavendrat']"
Honda Global ERP Head,"['https://in.linkedin.com/in/dkdhal', 'https://in.linkedin.com/in/nishith-agarwal-55570999', 'https://in.linkedin.com/in/sudhansumaharana', 'https://in.linkedin.com/in/amit-dubey-2080b68', 'https://in.linkedin.com/in/nadeem-babar-61208614']"
Honda Global SAP Head,"['https://in.linkedin.com/in/amit-dubey-2080b68', 'https://in.linkedin.com/in/rahul-gupta-52460014', 'https://in.linkedin.com/in/pramila-bisht-b4559914b', 'https://in.linkedin.com/in/meena-singh-2457b135', 'https://in.linkedin.com/in/nishith-agarwal-55570999']"
Honda Global Database Head,"['https://in.linkedin.com/in/pawan-kumar-a756616', 'https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/hilal-khan', 'https://in.linkedin.com/in/ajay-agrawal-368a981a', 'https://in.linkedin.com/in/piyush-gupta-8a991b35']"
Honda Global Digital Workplace Head,"['https://in.linkedin.com/in/soumikaich', 'https://in.linkedin.com/in/rahul-singhal-2558a09a', 'https://in.linkedin.com/in/shivani-chaudhary-bb188112', 'https://in.linkedin.com/in/vikas-khanna-a6a8051a', 'https://in.linkedin.com/in/anuradha-sharma-78897518']"
Honda Global ServiceNow Head,"['https://in.linkedin.com/in/manishkathuria', 'https://in.linkedin.com/in/parthiban-bhavanisankar-40665245', 'https://in.linkedin.com/in/puneet-nandwani-1976b29', 'https://in.linkedin.com/in/wadhwasukhwinder', 'https://in.linkedin.com/in/rajat-joshi22']"
Honda Global Cybersecurity Head,"['https://in.linkedin.com/in/vineet-kumar-8526a416', 'https://in.linkedin.com/in/rajankhanna1980', 'https://in.linkedin.com/in/anupma-sharma-honda', 'https://in.linkedin.com/in/subhash-nehra-18457953']"
Honda Global Customer Experience Head,"['https://in.linkedin.com/in/ajay-agrawal-368a981a', 'https://in.linkedin.com/in/soumikaich', 'https://in.linkedin.com/in/pramod-kashyap-bb5624168', 'https://in.linkedin.com/in/ahtesham-sayyed-a14b34150', 'https://in.linkedin.com/in/hilal-khan']"
Honda Global GenAI Head,"['https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/aggarwal-bhuvan', 'https://in.linkedin.com/in/anuradha-sharma-78897518']"
Honda Global Analytics Head,"['https://in.linkedin.com/in/anshuman-laski-dikshit-bb79a814', 'https://in.linkedin.com/in/pawan-kumar-a756616', 'https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/manishkathuria', 'https://in.linkedin.com/in/punit-bhatt-7806186']"
Honda Global Data Science Head,"['https://in.linkedin.com/in/apoorva-naik-5a20181b7', 'https://in.linkedin.com/in/pawan-kumar-a756616']"
Honda Global RPA Head,"['https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/tarunbadola', 'https://in.linkedin.com/in/ajay-agrawal-368a981a', 'https://in.linkedin.com/in/sheshank-razdan-44a93223', 'https://in.linkedin.com/in/manishkathuria']"
Honda Global DevOps Head,"['https://in.linkedin.com/in/satyaranjan-prusty-4a0806274', 'https://in.linkedin.com/in/anuradha-sharma-78897518', 'https://in.linkedin.com/in/punit-bhatt-7806186', 'https://in.linkedin.com/in/paras-mahendru-91384a3b', 'https://in.linkedin.com/in/anshul-agarwal89']"
